Sales Report - Chumley's ,,,,,,,,,,,,,,,
01-01-2024 to 12-31-2024,,,,,,,,,,,,,,,
Sales,,,,,,,,,,,,,,,
,Amount,,,,,,,,,,,,,,
4/8/2024,31,31,20.06,20.06,0,,,,,,,,,,
4/9/2024,90,90,29.15,29.15,0,,,,,,,,,,
4/10/2024,96,96,18.72,18.72,0,,,,,,,,,,
4/11/2024,105,105,22.38,22.38,0,,,,,,,,,,
4/12/2024,160,160,22.14,22.14,0,,,,,,,,,,
4/13/2024,152,152,22.17,22.17,0,,,,,,,,,,
4/14/2024,17,17,23.24,23.24,0,,,,,,,,,,
4/15/2024,50,50,21.38,21.38,0,,,,,,,,,,
4/16/2024,87,87,17.62,17.62,0,,,,,,,,,,
4/17/2024,57,57,23.83,23.83,0,,,,,,,,,,
4/18/2024,109,110,19.88,19.7,0.09,,,,,,,,,,
4/19/2024,107,108,24.36,24.14,0.04,,,,,,,,,,
4/20/2024,123,123,24.11,24.11,0,,,,,,,,,,
4/21/2024,39,40,19.78,19.28,0,,,,,,,,,,
4/22/2024,49,49,19.98,19.98,0,,,,,,,,,,
4/23/2024,120,123,28.57,27.87,0.17,,,,,,,,,,
4/24/2024,111,113,19.77,19.42,0.13,,,,,,,,,,
4/25/2024,115,117,19.97,19.63,0.09,,,,,,,,,,
4/26/2024,150,150,27.53,27.53,0,,,,,,,,,,
4/27/2024,99,100,23.39,23.16,0.04,,,,,,,,,,
4/28/2024,34,34,22.59,22.59,0.04,,,,,,,,,,
4/29/2024,54,54,23.38,23.38,0,,,,,,,,,,
4/30/2024,106,106,18.38,18.38,0,,,,,,,,,,
5/1/2024,130,135,19.61,18.89,0.3,,,,,,,,,,
5/2/2024,125,125,20.55,20.55,0,,,,,,,,,,
5/3/2024,123,127,23.46,22.72,0.35,,,,,,,,,,
5/4/2024,111,114,29,28.24,0.3,,,,,,,,,,
5/5/2024,51,51,27.51,27.51,0,,,,,,,,,,
5/6/2024,62,62,21.51,21.51,0,,,,,,,,,,
5/7/2024,143,146,19.98,19.57,0.22,,,,,,,,,,
5/8/2024,123,127,19.96,19.33,0.26,,,,,,,,,,
5/9/2024,112,112,19.54,19.54,0,,,,,,,,,,
5/10/2024,113,116,22.04,21.47,0.13,,,,,,,,,,
5/11/2024,83,92,24.62,22.21,0.48,,,,,,,,,,
5/12/2024,30,31,20.47,19.81,0.09,,,,,,,,,,
5/13/2024,32,32,27.35,27.35,0,,,,,,,,,,
5/14/2024,80,81,20.04,19.79,0.04,,,,,,,,,,
5/15/2024,47,48,20.02,19.6,0.04,,,,,,,,,,
5/16/2024,69,77,23.38,20.95,0.35,,,,,,,,,,
5/17/2024,83,84,24.16,23.87,0.04,,,,,,,,,,
5/18/2024,98,99,26.23,25.97,0.09,,,,,,,,,,
5/19/2024,45,49,21.56,19.8,0.26,,,,,,,,,,
5/20/2024,26,26,25.02,25.02,0,,,,,,,,,,
5/21/2024,49,49,23.53,23.53,0,,,,,,,,,,
5/22/2024,63,63,21.93,21.93,0.04,,,,,,,,,,
5/23/2024,60,64,24.07,22.57,0.17,,,,,,,,,,
5/24/2024,90,90,21.93,21.93,0,,,,,,,,,,
5/25/2024,62,62,28.1,28.1,0,,,,,,,,,,
5/26/2024,38,40,23.24,22.08,0.09,,,,,,,,,,
5/28/2024,57,57,21.58,21.58,0,,,,,,,,,,
5/29/2024,56,59,22.16,21.03,0.13,,,,,,,,,,
5/30/2024,60,60,22.97,22.97,0,,,,,,,,,,
5/31/2024,88,88,26.17,26.17,0,,,,,,,,,,
6/1/2024,70,70,25.71,25.71,0,,,,,,,,,,
6/2/2024,14,16,30.5,26.69,0.13,,,,,,,,,,
6/3/2024,47,47,20.28,20.28,0,,,,,,,,,,
6/4/2024,52,53,20.9,20.51,0.04,,,,,,,,,,
6/5/2024,67,68,32.22,31.75,0.09,,,,,,,,,,
6/6/2024,88,89,19.68,19.46,0.04,,,,,,,,,,
6/7/2024,144,144,22.4,22.4,0,,,,,,,,,,
6/8/2024,349,350,21.57,21.51,0.04,,,,,,,,,,
6/9/2024,38,38,21.64,21.64,0,,,,,,,,,,
6/10/2024,49,49,20.06,20.06,0,,,,,,,,,,
6/11/2024,44,47,27.36,25.61,0.26,,,,,,,,,,
6/12/2024,84,85,22.01,21.75,0.04,,,,,,,,,,
6/13/2024,64,65,19.77,19.47,0.04,,,,,,,,,,
6/14/2024,116,116,23.83,23.83,0,,,,,,,,,,
6/15/2024,73,73,19.42,19.42,0,,,,,,,,,,
6/16/2024,24,26,21.66,20,0.13,,,,,,,,,,
6/17/2024,36,36,19.33,19.33,0,,,,,,,,,,
6/18/2024,49,49,18.74,18.74,0,,,,,,,,,,
6/19/2024,48,48,21.99,21.99,0,,,,,,,,,,
6/20/2024,39,39,22.49,22.49,0,,,,,,,,,,
6/21/2024,68,68,24.15,24.15,0,,,,,,,,,,
6/22/2024,82,84,25.82,25.2,0.09,,,,,,,,,,
6/23/2024,37,39,26.43,25.08,0.13,,,,,,,,,,
6/24/2024,26,26,21.38,21.38,0,,,,,,,,,,
6/25/2024,78,78,20.95,20.95,0,,,,,,,,,,
6/26/2024,54,60,24.44,21.99,0.39,,,,,,,,,,
6/27/2024,43,43,17.22,17.22,0,,,,,,,,,,
6/28/2024,100,102,28.1,27.55,0.09,,,,,,,,,,
6/29/2024,58,58,21.69,21.69,0,,,,,,,,,,
6/30/2024,23,24,22.96,22,0.04,,,,,,,,,,
7/1/2024,17,17,26.84,26.84,0,,,,,,,,,,
7/2/2024,107,107,23.75,23.75,0,,,,,,,,,,
7/3/2024,74,77,24.73,23.77,0.13,,,,,,,,,,
7/5/2024,86,87,26.48,26.17,0.04,,,,,,,,,,
7/6/2024,81,82,20.66,20.4,0.04,,,,,,,,,,
7/7/2024,30,37,27,21.89,0.39,,,,,,,,,,
7/8/2024,34,34,20.38,20.38,0,,,,,,,,,,
7/9/2024,77,77,27.06,27.06,0.04,,,,,,,,,,
7/10/2024,78,80,24.52,23.9,0.09,,,,,,,,,,
7/11/2024,129,129,23.38,23.38,0,,,,,,,,,,
7/12/2024,234,234,24.68,24.68,0.04,,,,,,,,,,
7/13/2024,225,226,22.8,22.7,0.17,,,,,,,,,,
7/14/2024,43,43,21.91,21.91,0.13,,,,,,,,,,
7/15/2024,18,18,15.72,15.72,0,,,,,,,,,,
7/16/2024,61,61,22.34,22.34,0.04,,,,,,,,,,
7/17/2024,41,46,22.12,19.71,0.3,,,,,,,,,,
7/18/2024,61,65,22.55,21.17,0.17,,,,,,,,,,
7/19/2024,75,75,23.38,23.38,0.04,,,,,,,,,,
7/20/2024,89,89,26.46,26.46,0.04,,,,,,,,,,
7/21/2024,44,44,15.36,15.36,0.04,,,,,,,,,,
7/22/2024,30,30,19.67,19.67,0,,,,,,,,,,
7/23/2024,42,46,19.68,17.97,0.22,,,,,,,,,,
7/24/2024,52,52,24.67,24.67,0,,,,,,,,,,
7/25/2024,55,56,22.48,22.08,0.09,,,,,,,,,,
7/26/2024,105,107,26.07,25.58,0.13,,,,,,,,,,
7/27/2024,85,88,20.16,19.48,0.17,,,,,,,,,,
7/28/2024,15,15,24.93,24.93,0,,,,,,,,,,
7/29/2024,15,13,21.53,24.85,0.04,,,,,,,,,,
7/30/2024,41,41,27.05,27.05,0.04,,,,,,,,,,
7/31/2024,62,62,22.51,22.51,0.04,,,,,,,,,,
8/1/2024,38,38,25.43,25.43,0,,,,,,,,,,
8/2/2024,112,112,25.75,25.75,0.04,,,,,,,,,,
8/3/2024,50,50,24.76,24.76,0,,,,,,,,,,
8/4/2024,7,8,32.14,28.13,0.04,,,,,,,,,,
8/5/2024,20,20,27.6,27.6,0,,,,,,,,,,
8/6/2024,35,35,22.01,22.01,0.04,,,,,,,,,,
8/7/2024,42,42,20.83,20.83,0,,,,,,,,,,
8/8/2024,31,31,32.86,32.86,0.04,,,,,,,,,,
8/9/2024,75,78,26.73,25.7,0.22,,,,,,,,,,
8/10/2024,92,92,24.61,24.61,0,,,,,,,,,,
8/11/2024,13,13,20.15,20.15,0,,,,,,,,,,
8/12/2024,30,30,20.63,20.63,0,,,,,,,,,,
8/13/2024,46,47,24.64,24.12,0.04,,,,,,,,,,
8/14/2024,53,55,24.67,23.77,0.09,,,,,,,,,,
8/15/2024,52,52,26.44,26.44,0,,,,,,,,,,
8/16/2024,79,80,22.46,22.18,0.04,,,,,,,,,,
8/17/2024,55,55,19.74,19.74,0,,,,,,,,,,
8/18/2024,25,28,19.56,17.46,0.17,,,,,,,,,,
8/19/2024,26,26,23.81,23.81,0,,,,,,,,,,
8/20/2024,48,48,25.08,25.08,0,,,,,,,,,,
8/21/2024,46,48,32.59,31.23,0.13,,,,,,,,,,
8/22/2024,68,74,16.8,15.43,0.3,,,,,,,,,,
8/23/2024,84,96,29.43,25.75,0.52,,,,,,,,,,
8/24/2024,100,100,17.85,17.85,0,,,,,,,,,,
8/25/2024,20,20,18.65,18.65,0,,,,,,,,,,
8/26/2024,33,33,19.52,19.52,0,,,,,,,,,,
8/27/2024,61,61,25.16,25.16,0,,,,,,,,,,
8/28/2024,64,65,23.71,23.35,0.04,,,,,,,,,,
8/29/2024,86,86,22.69,22.69,0,,,,,,,,,,
8/30/2024,126,126,19.52,19.52,0,,,,,,,,,,
8/31/2024,85,85,20.7,20.7,0,,,,,,,,,,
9/1/2024,53,53,21.4,21.4,0.09,,,,,,,,,,
9/3/2024,46,46,26.42,26.42,0,,,,,,,,,,
9/4/2024,63,64,22.53,22.17,0.04,,,,,,,,,,
9/5/2024,58,61,27.63,26.27,0.17,,,,,,,,,,
9/6/2024,129,140,22.49,20.72,0.61,,,,,,,,,,
9/7/2024,111,111,25.61,25.61,0.09,,,,,,,,,,
9/8/2024,22,23,21.14,20.22,0.13,,,,,,,,,,
9/9/2024,25,25,24.04,24.04,0,,,,,,,,,,
9/10/2024,53,55,26.65,25.68,0.17,,,,,,,,,,
9/11/2024,68,68,18.1,18.1,0,,,,,,,,,,
9/12/2024,74,77,25.2,24.22,0.13,,,,,,,,,,
9/13/2024,167,169,21.18,20.93,0.13,,,,,,,,,,
9/14/2024,84,93,24.94,22.53,0.48,,,,,,,,,,
9/15/2024,18,18,20.33,20.33,0,,,,,,,,,,
9/16/2024,32,32,23.48,23.48,0,,,,,,,,,,
9/17/2024,44,44,21.1,21.1,0.09,,,,,,,,,,
9/18/2024,82,85,20.04,19.33,0.13,,,,,,,,,,
9/19/2024,86,86,25.05,25.05,0,,,,,,,,,,
9/20/2024,128,130,24.52,24.15,0.13,,,,,,,,,,
9/21/2024,121,121,19.87,19.87,0,,,,,,,,,,
9/22/2024,27,34,30.33,24.09,0.43,,,,,,,,,,
9/23/2024,23,23,23.78,23.78,0,,,,,,,,,,
9/24/2024,44,44,18.51,18.51,0,,,,,,,,,,
9/25/2024,63,64,26.58,26.17,0.04,,,,,,,,,,
9/26/2024,80,80,20.07,20.07,0,,,,,,,,,,
9/27/2024,135,135,24.87,24.87,0,,,,,,,,,,
9/28/2024,92,94,22.52,22.04,0.22,,,,,,,,,,
9/29/2024,22,22,18.23,18.23,0.04,,,,,,,,,,
9/30/2024,14,14,19.5,19.5,0,,,,,,,,,,
10/1/2024,49,49,29.14,29.14,0.09,,,,,,,,,,
10/2/2024,60,61,24.47,24.07,0.04,,,,,,,,,,
10/3/2024,69,73,28.33,26.78,0.22,,,,,,,,,,
10/4/2024,166,166,26.37,26.37,0,,,,,,,,,,
10/5/2024,155,156,23.34,23.19,0.04,,,,,,,,,,
10/6/2024,30,30,23.3,23.3,0,,,,,,,,,,
10/7/2024,14,14,29.14,29.14,0,,,,,,,,,,
10/8/2024,45,45,19.63,19.63,0,,,,,,,,,,
10/9/2024,60,61,28.81,28.34,0.04,,,,,,,,,,
10/10/2024,80,87,24.17,22.22,0.39,,,,,,,,,,
10/11/2024,125,132,22.83,21.62,0.43,,,,,,,,,,
10/12/2024,84,84,25.33,25.33,0,,,,,,,,,,
10/13/2024,30,30,23.63,23.63,0.04,,,,,,,,,,
10/14/2024,32,32,19.53,19.53,0,,,,,,,,,,
10/15/2024,41,41,25.71,25.71,0.13,,,,,,,,,,
10/16/2024,90,90,19.96,19.96,0,,,,,,,,,,
10/17/2024,72,75,29.86,28.66,0.13,,,,,,,,,,
10/18/2024,138,142,22.67,22.03,0.26,,,,,,,,,,
10/19/2024,107,107,32.76,32.76,0,,,,,,,,,,
10/20/2024,34,37,23.22,21.34,0.17,,,,,,,,,,
10/21/2024,23,26,45,39.81,0.17,,,,,,,,,,
10/22/2024,70,70,22.59,22.59,0.04,,,,,,,,,,
10/23/2024,54,55,29.73,29.19,0.04,,,,,,,,,,
10/24/2024,63,63,25.91,25.91,0,,,,,,,,,,
10/25/2024,157,157,23.5,23.5,0,,,,,,,,,,
10/26/2024,99,100,27.91,27.63,0.04,,,,,,,,,,
10/27/2024,24,24,21.88,21.88,0,,,,,,,,,,
10/28/2024,19,19,20.02,20.02,0,,,,,,,,,,
10/29/2024,60,60,20.73,20.73,0,,,,,,,,,,
10/30/2024,88,88,22.52,22.52,0,,,,,,,,,,
10/31/2024,172,172,21.47,21.47,0,,,,,,,,,,
11/1/2024,184,185,28.55,28.4,0.04,,,,,,,,,,
11/2/2024,151,151,25.16,25.16,0,,,,,,,,,,
11/3/2024,23,24,21.35,20.46,0.13,,,,,,,,,,
11/4/2024,39,39,18.85,18.85,0,,,,,,,,,,
11/5/2024,81,81,27.34,27.34,0,,,,,,,,,,
11/6/2024,75,77,23.78,23.16,0.09,,,,,,,,,,
11/7/2024,63,64,28.9,28.45,0.04,,,,,,,,,,
11/8/2024,164,165,27.84,27.67,0.04,,,,,,,,,,
11/9/2024,103,103,23.45,23.45,0,,,,,,,,,,
11/10/2024,24,24,18.83,18.83,0,,,,,,,,,,
11/11/2024,29,29,16.75,16.75,0,,,,,,,,,,
11/12/2024,94,94,18.91,18.91,0.04,,,,,,,,,,
11/13/2024,68,69,21.82,21.5,0.04,,,,,,,,,,
11/14/2024,80,87,22.14,20.36,0.39,,,,,,,,,,
11/15/2024,159,160,22.74,22.6,0.04,,,,,,,,,,
11/16/2024,107,107,24.54,24.54,0,,,,,,,,,,
11/17/2024,45,45,19.98,19.98,0.13,,,,,,,,,,
11/18/2024,43,43,16.17,16.17,0,,,,,,,,,,
11/19/2024,72,72,21.65,21.65,0.13,,,,,,,,,,
11/20/2024,90,92,19.84,19.41,0.13,,,,,,,,,,
11/21/2024,105,105,20.11,20.11,0,,,,,,,,,,
11/22/2024,117,117,22.68,22.68,0,,,,,,,,,,
11/23/2024,87,87,23.77,23.77,0,,,,,,,,,,
11/24/2024,21,22,30.9,29.5,0.04,,,,,,,,,,
11/25/2024,29,31,17.47,16.34,0.13,,,,,,,,,,
11/26/2024,62,62,23.19,23.19,0.17,,,,,,,,,,
11/27/2024,70,72,31.92,31.03,0.17,,,,,,,,,,
11/29/2024,82,82,28.13,28.13,0,,,,,,,,,,
11/30/2024,74,74,24.15,24.15,0,,,,,,,,,,
12/1/2024,24,24,21.1,21.1,0,,,,,,,,,,
12/2/2024,22,22,26.89,26.89,0,,,,,,,,,,
12/3/2024,56,60,24.86,23.2,0.3,,,,,,,,,,
12/4/2024,86,86,28.44,28.44,0.04,,,,,,,,,,
12/5/2024,71,74,37.07,35.57,0.17,,,,,,,,,,
12/6/2024,105,114,28.14,25.92,0.61,,,,,,,,,,
12/7/2024,125,125,23.81,23.81,0,,,,,,,,,,
12/8/2024,57,57,21.82,21.82,0.04,,,,,,,,,,
12/10/2024,58,58,33.16,33.16,0.04,,,,,,,,,,
12/11/2024,91,92,24.7,24.43,0.09,,,,,,,,,,
12/12/2024,84,87,23.73,22.91,0.13,,,,,,,,,,
12/13/2024,157,158,22.83,22.69,0.04,,,,,,,,,,
12/14/2024,104,105,22.92,22.7,0.04,,,,,,,,,,
12/15/2024,29,32,25.76,23.34,0.17,,,,,,,,,,
12/16/2024,51,59,25.32,21.89,0.52,,,,,,,,,,
12/17/2024,85,85,25.49,25.49,0.17,,,,,,,,,,
12/18/2024,93,98,25.5,24.2,0.3,,,,,,,,,,
12/19/2024,94,97,25.71,24.92,0.22,,,,,,,,,,
12/20/2024,139,142,27.36,26.78,0.13,,,,,,,,,,
12/21/2024,114,114,29.35,29.35,0,,,,,,,,,,
12/22/2024,54,54,26.64,26.64,0.09,,,,,,,,,,
12/23/2024,53,53,46.2,46.2,0.17,,,,,,,,,,
12/24/2024,39,39,39.44,39.44,0,,,,,,,,,,
12/25/2024,1,1,50,50,0,,,,,,,,,,
12/26/2024,68,68,31.25,31.25,0,,,,,,,,,,
12/27/2024,87,89,29.21,28.55,0.13,,,,,,,,,,
12/28/2024,76,83,26.48,24.25,0.35,,,,,,,,,,
12/29/2024,31,32,30.32,29.38,0.04,,,,,,,,,,
12/30/2024,47,49,38.79,37.2,0.43,,,,,,,,,,
12/31/2024,140,140,26.77,26.77,0,,,,,,,,,,
,,,,,,,,,,,,,,,
Categories,,,,,,,,,,,,,,,
,Gross,Comps,Total Tax,Net,Receipt Total,,,,,,,,,,
Bottle Beer,35840,539,0,35301,35301,,,,,,,,,,
Cover Charges,46,0,0,46,46,,,,,,,,,,
Draft Beer,75411.5,1910,0,73501.5,73501.5,,,,,,,,,,
Food Total,71887.05,8761.41,3349.24,59776.4,63125.64,,,,,,,,,,
Beverage,4302.39,90.91,238.85,3972.63,4211.48,,,,,,,,,,
Food (Other),67584.66,8670.5,3110.39,55803.77,58914.16,,,,,,,,,,
Gift Card,375,375,0,0,1425,,,,,,,,,,
Liquor,438059.5,10882,0,427177.5,427177.5,,,,,,,,,,
Retail Nontax,1890,118,0,1772,1772,,,,,,,,,,
Retail Taxable,60.93,0,3.59,57.34,60.93,,,,,,,,,,
Wine Total,25155.5,983,0,24172.5,24172.5,,,,,,,,,,
Wine (Other),25155.5,983,0,24172.5,24172.5,,,,,,,,,,
Total,648725.48,23568.41,3352.83,621804.24,626582.07,,,,,,,,,,
Revenue Centers,,,,,,,,,,,,,,,
Gross Sales,,,,,,,,,,,,,,,
